author,gender
"Livermore, George Griswold, 1886-",X
"Casey, Terence",X
"Harrison, Henry Sydnor, 1880-1930",X
"Morrissey, D. Allen",X
"Alexander, Charles Wesley, 1837-1927",X
"Coursey, O. W. (Oscar William), 1873-",X
"Galt, John, 1779-1839",X
"Lippmann, Julie M., 1864-1952",X
"Cholmondeley, Mary, 1859-1925",X
"Piper, H. Beam, 1904-1964",X
"Giles, Herbert Allen, 1845-1935 [Translator]",X
"Dunstan, H. Mainwaring [Translator]",X
"Gordon, Nathaniel",X
"Bacon, Peggy, 1895-1987 [Contributor]",X
"Hurd, Marian Kent",X
"Morrow, Honoré, 1880-1940",X
"Edwards, Amelia Ann Blanford, 1831-1892 [Contributor]",X
"Davis, Chandler, 1926-",X
"Savage, Les, 1922-1958",X
"Bacheller, Irving, 1859-1950",X
"Boggs, Sara Elisabeth Siegrist, 1843- [Translator]",X
"Fothergill, Jessie, 1851-1891",X
"Russell, John, 1885-1956",X
"Lockhart, Caroline, 1870-1962",X
"Brazil, Angela, 1869-1947",X
"Webb, Frank J., 1828-1894",X
"Footner, Hulbert, 1879-1944",X
"Richardson, Dorothy M. (Dorothy Miller), 1873-1957",X
"Churchill, Winston, 1874-1965",X
"Prévost, abbé, 1697-1763",X
"Plesner, Augusta [Translator]",X
"Jones, Raymond F., 1915-1994",X
"Goodloe, Abbe Carter, 1874-1960",X
"Wister, A. L. (Annis Lee), 1830-1908 [Translator]",X
"Gleason, Arthur, 1878-1923",X
"Beale, Anne",X
"Barrie, J. M. (James Matthew), 1860-1937",X
"Harding, Georgina [Translator]",X
"Strickland, Jane Margaret, 1800-1888",X
"Hayward, Rachel, 1886-",X
"Graham, John W. (John William), active 1886-1887",X
"Stables, Gordon, 1840-1910",X
"McAllister, Bruce, 1946-",X
"Noyes, George Rapall, 1873-1952 [Translator]",X
"Fischer, Henry W. (Henry William), 1856-1932",X
"Dewey, G. Gordon, 1916-",X
"Perry, Lawrence, 1875-1954",X
"Banks, G. Linnaeus (George Linnaeus), Mrs., 1821-1897",X
"Brereton, F. S. (Frederick Sadleir), 1872-1957",X
"Wood, Eugene, 1860-1923",X
"Cowan, James",X
"Clarke, Laurence (Laurence Ayscough)",X
"Mitchell, Edward Page, 1852-1927 [Contributor]",X
"Serrano, Mary J. (Mary Jane), -1923 [Translator]",X
"Smith, William J.",X
"Murasaki Shikibu, 978?-",X
"Wyss, Johann Rudolf, 1782-1830 [Editor]",X
"Bede, Cuthbert, 1827-1889",X
"Sims, George R., 1847-1922",X
"Harris, Robert A. (Robert Alan), 1950-",X
"MacDonald, George, 1824-1905",X
"O'Shea, John Augustus, 1840-1905",X
"Constant, Barbara",X
"Cooper, Francis L. (Francis Le Roy)",X
"Pratt, Ambrose, 1874-1944",X
"Porterfield, Allen Wilson, 1877- [Translator]",X
"Manning, Anne, 1807-1879",X
"Mather, Frank Jewett, 1868-1953",X
"Florian, 1755-1794",X
"Wilbur, Anne T. [Translator]",X
"Casserly, Gordon, 1869-1947",X
"Roche, Arthur Somers, 1883-1935",X
"Peattie, Elia Wilkinson, 1862-1935",X
"Harker, L. Allen (Lizzie Allen), 1863-1933",X
"Klein, Charles, 1867-1915",X
"Kyne, Peter B. (Peter Bernard), 1880-1957",X
"Child, Lydia Maria, 1802-1880",X
"Casparian, Gregory, 1856-1942",X
"Sherwood, Margaret Pollock, 1864-1955",X
"Koteliansky, S. S. (Samuel Solomonovitch), 1880-1955 [Translator]",X
"Barr, Stephen",X
"Belot, Adolphe, 1829-1890",X
"Sherley, Douglass, 1857-1917",X
"Ford, Paul Leicester, 1865-1902",X
"Piper, Anna W. Ford",X
"Adams, John Turvill, 1805-1882",X
"Daley, Donald F.",X
"Leighton, Robert, 1859-1934",X
"Silberrad, Una L., 1872-1955",X
"Roberts, B. H. (Brigham Henry), 1857-1933",X
"Clement, Hal, 1922-2003",X
"Lansdale, Maria Hornor, 1860- [Translator]",X
"Putnam Weale, B. L. (Bertram Lenox), 1877-1930",X
"Wylie, Philip, 1902-1971",X
"Harmon, Jim, 1933-2010",X
"Fielding, Sarah, 1710-1768",X
"Lyman, Olin L. (Olin Linus), 1873-",X
"Thompson, Charles Miner, 1864-1941",X
Bhūṣaṇabhaṭṭa,X
"Shurtleff, Bertrand, 1897-1967",X
"Blomberg, Con",X
"Goepp, Charles, 1827-1907 [Translator]",X
"Parker, Louis Napoleon, 1852-1944",X
"Irwin, Wallace, 1876-1959",X
"Revelle, George",X
"Lynch, Hannah, 1859-1904",X
"De Morgan, William, 1839-1917",X
"Ingersoll, Will E.",X
"Davis, Richard Harding, 1864-1916 [Contributor]",X
"Conway, Hugh, 1847-1885",X
"Payn, James, 1830-1898",X
"MacDonald, John D. (John Dann), 1916-1986",X
"Xenophon, 431 BCE-350? BCE",X
"Haseltine, Robert W.",X
"Green, Anna Katharine, 1846-1935",X
"Barefoot, D. W.",X
"Emmé, W. [Translator]",X
"Gogol, Nikolai Vasilevich, 1809-1852",X
"Niemann, August, 1839-1919",X
"Westergren, Elizabeth Clarke [Translator]",X
"Porter, Rebecca N. (Rebecca Newman), 1883-",X
"Girvin, James W. (James Walter), 1844-1906",X
"Tongue, Mary Van Arsdale, 1891- [Translator]",X
"Adams, Keith [Translator]",X
"Ewald, Carl, 1856-1908",X
"Osborn, Henry Fairfield, 1857-1935 [Author of introduction, etc.]",X
"Bojer, Johan, 1872-1959",X
"Moore, Dan T.",X
"Simpson, J. M., Mrs.",X
"Gallon, Tom, 1866-1914",X
"Milne, James, 1865-1951",X
"Bowen, James L. (James Lorenzo), 1842-1919",X
"Marshall, Beatrice [Translator]",X
"Lee, Day Kellogg, 1816-1869",X
"Scott, Michael, 1789-1835",X
"Walker, W. W. (William Wesley), 1858-1945",X
"Tynan, Katharine, 1861-1931",X
"Titus, Harold, 1888-1967",X
"Fowler, Ellen Thorneycroft, 1860-1929",X
"Mee, Huan",X
"Smith, Edith [Contributor]",X
"Kuykendall, Roger",X
"Glyn, Elinor, 1864-1943 [Dubious author]",X
"Paul, Cedar, 1880-1972 [Translator]",X
"Hoffman, Arthur Sullivant, 1876-1966 [Editor]",X
"Sherman, Charles, 1882-",X
"Ashford, Angela",X
"Weyman, Stanley John, 1855-1928 [Contributor]",X
"Phillips, Mary Elizabeth, 1857-1945",X
"Bradley, Marion Zimmer, 1930-1999",X
"Wood, Anne Topan Wilbur, 1817-1864 [Translator]",X
"Aikin, Lucy, 1781-1864",X
"Waugh, Joseph Laing, 1868-1928",X
"Delavrancea, Barbu, 1858-1918 [Contributor]",X
"Buchanan, Thompson, 1877-1937",X
"Lowe, W. H. [Translator]",X
"Young, Rose E. (Rose Emmet), 1869-1941",X
"Afton, Effie, 1829-1887",X
"Miller, John, 1861-1917",X
"Gault, William Campbell, 1910-1995",X
"Wharton, Edith, 1862-1937",X
"Young, F. E. Mills (Florence Ethel Mills), 1875-",X
"South, Clark, 1915-1992",X
W. B.,X
"Seton, Ernest Thompson, 1860-1946",X
"Jenkins, Herbert George, 1876-1923",X
"Reinsberg, Mark, 1923-1981",X
"Miller, Leo E. (Leo Edward), 1887-1952",X
"Osborne, Duffield, 1858-1917",X
"Nordau, Max Simon, 1849-1923",X
"Barlow, Jane, 1857?-1917",X
"Blake, W. H. [Translator]",X
"Bartlett, Steven J., 1945- [Editor]",X
"Haggard, H. Rider (Henry Rider), 1856-1925",X
"Poynter, E. Frances (Eleanor Frances) [Translator]",X
"Shorthouse, J. H. (Joseph Henry), 1834-1903",X
"Macauley, C. R. (Charles Raymond), 1871-1934",X
"Mills, John, -1885?",X
"Stopher, Chas. A.",X
"Thorne, Guy, 1875-1923",X
"Dole, Edmund P. (Edmund Pearson), 1850-1928",X
"Barnett, Evelyn Snead, -1921",X
"Kuttner, Henry, 1915-1958",X
"Roche, Regina Maria, 1764?-1845",X
"Rae, Janet Milne, 1844-1933",X
"Burnett, Emma L.",X
"Coghill, Harry, Mrs., 1836-1907",X
"Grismer, Joseph Rhode, 1849-1922",X
"Simonds, Vance",X
"Hill, Headon, 1857-1927",X
"O'Brien, Howard Vincent, 1888-1947",X
"Vizetelly, Ernest Alfred, 1853-1922 [Translator]",X
"Packard, Frank L. (Frank Lucius), 1877-1942",X
"King, Marshall",X
"Keene, Day, 1904-1969",X
"Auerbach, Berthold, 1812-1882",X
"Stritzko, Jos. A. V. [Translator]",X
"Meyer, L. G. [Translator]",X
Peer,X
"Smith, F. Clifford (Frank Clifford), 1865-1937",X
"Richardson, James Hugh, 1894-1963",X
"Towle, George M. (George Makepeace), 1841-1893 [Translator]",X
"Bengough, Elisa Armstrong",X
"About, Edmond, 1828-1885",X
"Nodier, Charles, 1780-1844",X
"Bercovici, Konrad, 1882-1961",X
"Thompson, George, 1823-",X
"Stephenson, Henry Thew, 1870-1957",X
"Mainer, R. Henry (Robert Henry), 1878-1965",X
"Roth, Edward, 1826-1911 [Translator]",X
"Jacobs, Joseph, 1854-1916",X
"Loch, Sydney, 1889-1954",X
"Jókai, Mór, 1825-1904",X
"Paul, Eden, 1865-1944 [Translator]",X
"Tenn, William, 1920-2010",X
"dePina, Albert, -1957",X
"Adam, G. Mercer (Graeme Mercer), 1830-1912",X
"Belgrave, Dalrymple J.",X
"Ellis, J. Breckenridge (John Breckenridge), 1870-1956",X
"Lynde, Francis, 1856-1930",X
"Moore, George, 1852-1933 [Author of introduction, etc.]",X
"Evans, David",X
"Radcliffe, Ann Ward, 1764-1823",X
"Arnold, Alfred S. [Translator]",X
"Kirkman, Francis, 1632-1680?",X
"Jay, W. M. L., 1833-1909",X
"Storm, Theodor, 1817-1888",X
"Ritchie, J. Ewing (James Ewing), 1820-1898",X
"Haldeman-Julius, E. (Emanuel), 1888-1951",X
"Peretz, Isaac Loeb, 1852?-1915",X
"Tadlock, Max",X
"Thoits, Alvin T.",X
"Hesketh-Fleetwood, Peter, Sir, 1801-1866 [Contributor]",X
"Ingraham, Prentiss, 1843-1904",X
"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",X
"Bates, Katharine Lee, 1859-1929 [Translator]",X
"Thackeray, William Makepeace, 1811-1863 [Contributor]",X
"Oliver, J. T. (Joseph Tombs), 1927-1988",X
"Vicary, John Fulford, 1832-1887",X
"Hay, Ian, 1876-1952",X
"Douglas, Frances, 1870-1969 [Translator]",X
"Woolf, Leonard, 1880-1969 [Translator]",X
"McGovern, John, 1850-1917",X
"Franklin, Miles, 1879-1954",X
"Hutton, William Holden, 1860-1930 [Commentator]",X
"Malot, Hector, 1830-1907",X
"Hope, Anthony, 1863-1933 [Contributor]",X
"Phillips, Rog, 1909-1965",X
"Moore, Frank Frankfort, 1855-1931",X
Anonymous,X
"Settle, Elkanah, 1648-1724",X
"Boothby, Guy, 1867-1905",X
"Burnaby, William, 1673?-1706 [Translator]",X
"Stanley, Caroline Abbot, 1849-1919",X
"Viereck, George Sylvester, 1884-1962",X
"Bridges, Victor, 1878-1972",X
"Scully, W. C. (William Charles), 1855-1943",X
"Beardsley, Aubrey, 1872-1898",X
"Loudon, Mrs. (Jane), 1807-1858 [Dubious author]",X
"Hastings, Milo, 1884-1957",X
"Hichens, Robert, 1864-1950",X
"Savile, Frank (Frank Mackenzie)",X
"Rees, Arthur J. (Arthur John), 1872-1942",X
"Wells, H. G. (Herbert George), 1866-1946",X
"Blackwood, Algernon, 1869-1951",X
"Ohnet, Georges, 1848-1918",X
"Taylor, Bayard, 1825-1878",X
"Wheelwright, Ebenezer, 1800-1877",X
"Howard, Edward, -1841",X
"Fassett, Jacob S. (Jacob Sloat), 1889-1973 [Translator]",X
"Balch, Frederic Homer, 1861-1891",X
"Sherwood, Mary Neal, 1829- [Translator]",X
"Connolly, James B. (James Brendan), 1868-1957",X
